time,temperature,KE,PE,TE,P
0.0,0.848020725642883,1.2720310884643244,-5.390099706690509,-4.118068618226185,9.303156889249994
0.005,0.8407972441883967,1.261195866282595,-5.379246038964117,-4.118050172681522,9.407642726827676
0.01,0.8188740623555871,1.2283110935333807,-5.3462918209470685,-4.117980727413688,9.73192762150961
0.015,0.7831223777409949,1.1746835666114923,-5.292543043264057,-4.117859476652565,10.264705823686233
0.02,0.7351295939166415,1.1026943908749622,-5.22034998954812,-4.117655598673158,10.983444537056545
0.025,0.6773700740613897,1.0160551110920846,-5.133406843857354,-4.11735173276527,11.852360546725382
0.030000000000000002,0.6133620194384457,0.9200430291576686,-5.0369861368734155,-4.116943107715747,12.820135356291612
0.035,0.5476605155034481,0.8214907732551722,-4.937942235329643,-4.116451462074472,13.818181904060369
0.04,0.48557940025571633,0.7283691003835745,-4.844302609083344,-4.115933508699769,14.764989875259763
0.045,0.4325831310102361,0.6488746965153541,-4.764352198627167,-4.115477502111813,15.57523396804787
0.049999999999999996,0.3934056833695602,0.5901085250543404,-4.7052857212293215,-4.115177196174981,16.17386881468031
0.05499999999999999,0.371133189395191,0.5566997840927865,-4.671798233525079,-4.115098449432293,16.5117505635723
0.05999999999999999,0.36657926270366004,0.54986889405549,-4.6651187413324156,-4.115249847276925,16.575835662929556
0.06499999999999999,0.37819902096578684,0.5672985314486803,-4.682880669891991,-4.11558213844331,16.391081217638387
0.06999999999999999,0.40256678168027216,0.6038501725204083,-4.719859821727736,-4.116009649207328,16.011999187102987
0.075,0.43520841908278296,0.6528126286241744,-4.769255786596592,-4.116443157972418,15.509148500124175
0.08,0.4714944726276081,0.707241708941412,-4.824056116100331,-4.116814407158919,14.954377273109227
0.085,0.5073555507483993,0.761033326122599,-4.87811911131202,-4.117085785189421,14.410173676092592
0.09000000000000001,0.5397177094933351,0.8095765642400027,-4.92682003854693,-4.117243474306927,13.92272320485914
0.09500000000000001,0.5666704044560288,0.8500056066840432,-4.9673000868738795,-4.117294480189836,13.520110726328618
0.10000000000000002,0.5874298821378241,0.8811448232067361,-4.998403436737043,-4.117258613530306,13.213151889872178
0.10500000000000002,0.6021736706431257,0.9032605059646885,-5.020418198923197,-4.117157692958509,12.998264002934008
0.11000000000000003,0.6118111330788386,0.9177166996182579,-5.034732835408617,-4.117016135790359,12.861115532805561
0.11500000000000003,0.617740368042102,0.9266105520631529,-5.043466299947273,-4.11685574788412,12.780116162831321
0.12000000000000004,0.6216191704799353,0.932428755719903,-5.049122057071975,-4.116693301352072,12.73011090768314
0.12500000000000003,0.625162198179683,0.9377432972695244,-5.054288137162669,-4.116544839893145,12.685285764494942
0.13000000000000003,0.6299636203926199,0.9449454305889299,-5.0613697407207905,-4.116424310131861,12.621529785689738
0.13500000000000004,0.637338458309412,0.9560076874641181,-5.0723513677046626,-4.116343680240544,12.519094426516332
0.14000000000000004,0.6481833406830798,0.9722750110246198,-5.088585736405828,-4.116310725381209,12.364298017524757
0.14500000000000005,0.6628761105062693,0.9943141657594039,-5.110645519082145,-4.1163313533227415,12.151500996803582
0.15000000000000005,0.6812468053086373,1.021870207962956,-5.138267569758799,-4.116397361795844,11.883570273147061
0.15500000000000005,0.7026462663455926,1.0539693995183887,-5.1704627387705315,-4.116493339252142,11.570822570290396
