time,temperature,KE,PE,TE,P
0.0,0.846789452825597,1.2701841792383954,-5.332796797396737,-4.062612618158341,12.242806681131206
0.005,0.8388221676575773,1.2582332514863661,-5.320801217366307,-4.06256796587994,12.365612359139595
0.01,0.8152743805037844,1.2229115707556766,-5.285374760452656,-4.062463189696979,12.727880716517829
0.015,0.7773952499836229,1.1660928749754345,-5.228377349540485,-4.06228447456505,13.311690957335234
0.02,0.7272999104356335,1.0909498656534502,-5.152964915522421,-4.062015049868972,14.086426999555474
0.025,0.6680942808980552,1.0021414213470827,-5.063787908963535,-4.061646487616453,15.005972374614535
0.030000000000000002,0.6039262419872223,0.9058893629808336,-4.967072704016045,-4.061183341035212,16.006957311460038
0.035,0.5398588393140765,0.8097882589711148,-4.8704493972776435,-4.0606611383065285,17.010446321752443
0.04,0.4814556197378708,0.7221834296068063,-4.78233348176205,-4.060150052155244,17.928227272488567
0.045,0.43404324787596016,0.6510648718139402,-4.710810794388627,-4.059745922574687,18.674648790514414
0.049999999999999996,0.40179138764805855,0.6026870814720878,-4.662218390514429,-4.059531309042342,19.1818426036408
0.05499999999999999,0.3868962291587771,0.5803443437381657,-4.639893904412452,-4.059549560674287,19.413945698985138
0.05999999999999999,0.3891759763223718,0.5837639644835576,-4.643546440165214,-4.059782475681657,19.374089618289727
0.06499999999999999,0.40624272536147493,0.6093640880422124,-4.669526222951756,-4.060162134909543,19.101388107617755
0.06999999999999999,0.4341670038919242,0.6512505058378862,-4.711847023545057,-4.06059651770717,18.65973134883325
0.075,0.46837050088750787,0.7025557513312618,-4.763560206748848,-4.061004455417586,18.122710581737664
0.08,0.5044630824393612,0.7566946236590418,-4.81802543975952,-4.061330816100478,17.559952628715696
0.085,0.5388459441951503,0.8082689162927256,-4.86981554514751,-4.061546628854785,17.027564650883193
0.09000000000000001,0.5690261340331572,0.8535392010497358,-4.915190102137156,-4.06165090108742,16.563847766175737
0.09500000000000001,0.5936772576789671,0.8905158865184506,-4.952174005773006,-4.061658119254556,16.188617338125734
0.10000000000000002,0.6125320608462329,0.9187980912693493,-4.980386591265041,-4.0615884999956915,15.904840353326929
0.10500000000000002,0.6261716000328748,0.9392574000493122,-5.000723930096147,-4.061466530046834,15.70286047547742
0.11000000000000003,0.6357804440455687,0.953670666068353,-5.014985133569923,-4.06131446750157,15.564011808833902
0.11500000000000003,0.6429119147764478,0.9643678721646718,-5.025519182022295,-4.061151309857624,15.463765797204633
0.12000000000000004,0.6492722554533701,0.9739083831800551,-5.0349016953667505,-4.060993312186695,15.375711338650033
0.12500000000000003,0.6565290124439376,0.9847935186659064,-5.045651174150754,-4.060857655484847,15.273845795586661
0.13000000000000003,0.6661274730582852,0.9991912095874278,-5.059949614874534,-4.060758405287106,15.135699660204493
0.13500000000000004,0.6791138683731868,1.0186708025597802,-5.079382646023791,-4.060711843464011,14.94488591294747
0.14000000000000004,0.6960017921481813,1.044002688222272,-5.104723622511178,-4.060720934288906,14.693517784117754
0.14500000000000005,0.7167255904396814,1.0750883856595221,-5.13586767249563,-4.060779286836109,14.383005760857051
0.15000000000000005,0.7406993245024042,1.1110489867536062,-5.1719219977554465,-4.06087301100184,14.023017869469387
0.15500000000000005,0.7669654440367294,1.150448166055094,-5.2114319557676225,-4.0609837897125285,13.629065463042727
0.16000000000000006,0.7943853319332266,1.1915779978998398,-5.25267176237889,-4.06109376447905,13.219200589242385
0.16500000000000006,0.8218277254490907,1.232741588173636,-5.293929610050665,-4.0611880218770295,12.811497897769746
0.17000000000000007,0.8483292921810651,1.2724939382715976,-5.33375244378197,-4.061258505510373,12.42073158952953
0.17500000000000007,0.8731958152120248,1.3097937228180372,-5.371094493623901,-4.061300770805864,12.057590505546363
0.18000000000000008,0.8960350746192471,1.3440526119288707,-5.405371983285351,-4.06131937135648,11.72757945231477
0.18500000000000008,0.916716448652734,1.375074672979101,-5.436399816733208,-4.061325143754107,11.432151645013688
0.19000000000000009,0.9352697362706318,1.4029046044059479,-5.464237001270995,-4.061332396865047,11.169858423613839
0.1950000000000001,0.951758091610351,1.4276371374155266,-5.488986818319176,-4.061349680903649,10.939450454623747
0.2000000000000001,0.9661892538099455,1.4492838807149182,-5.51066169541297,-4.0613778146980515,10.740371454979261
0.2050000000000001,0.9785151129993999,1.4677726694990998,-5.529181820999805,-4.061409151500706,10.573667557720741
0.2100000000000001,0.9886910774269873,1.4830366161404809,-5.544471827293601,-4.061435211153121,10.440204220946583
0.2150000000000001,0.9967466776205941,1.495120016430891,-5.5565739943582235,-4.061453977927333,10.339549752367649
0.2200000000000001,1.002819767920107,1.5042296518801603,-5.56569566422369,-4.06146601234353,10.269071924039121
0.22500000000000012,1.0071344856160815,1.5107017284241224,-5.572178717515516,-4.061476989091394,10.225067888767802
0.23000000000000012,1.0099677592351821,1.514951638852773,-5.576435323483853,-4.06148368463108,10.203362878293992
0.23500000000000013,1.0116592282518426,1.517488842377764,-5.5789674222742125,-4.061478579896448,10.19866471704637
0.24000000000000013,1.0126560162328955,1.5189840243493433,-5.58044225091456,-4.061458226565216,10.204297662697494
0.24500000000000013,1.0135257871785983,1.5202886807678975,-5.581715087394517,-4.06142640662662,10.211377727731083
0.2500000000000001,1.0149013677157794,1.5223520515736693,-5.583747329804215,-4.061395278230546,10.20969455795995
0.2550000000000001,1.0173365409092505,1.5260048113638758,-5.5873907046851095,-4.0613858933212335,10.189837335904606
0.2600000000000001,1.0210762760324368,1.5316144140486552,-5.593040095782775,-4.0614256817341206,10.146902423945475
0.2650000000000001,1.0258413073975232,1.538761961096285,-5.600282811472733,-4.061520850376449,10.085195374814264
0.27000000000000013,1.0308128763223496,1.5462193144835246,-5.60785807284875,-4.061638758365226,10.018643328505519
0.27500000000000013,1.0349380638326044,1.5524070957489067,-5.6141389456291835,-4.061731849880277,9.965294997080761
0.28000000000000014,1.0373862528492643,1.5560793792738965,-5.61784635568167,-4.061766976407773,9.93949317684565
0.28500000000000014,1.0378591669445874,1.556788750416881,-5.618537211492396,-4.061748461075514,9.94606256695404
0.29000000000000015,1.0366165426074427,1.5549248139111642,-5.616618376027931,-4.0616935621167665,9.980635258893853
0.29500000000000015,1.0343115384009198,1.5514673076013796,-5.613091374946601,-4.061624067345221,10.032342161366676
